Ident,Name,Scenery_Local_Path,Continent,Country,State,Laty,Lonx
EPPO,Lawica,"fs-base, cmdesign-eppo",EU,PL,,52.4152565,16.82764
EPPO,Lawica,"fs-base, cmdesign-eppo",EU,PL,,52.4152565,16.82764
EPRJ,Aeroklub Rzeszowski,"fs-base, cmdesign-eprz",EU,PL,,50.1018677,22.0533218
EPRZ,Jasionka,"fs-base, cmdesign-eprz",EU,PL,,50.1135063,22.0264988
EPRZ,Jasionka,"fs-base, cmdesign-eprz",EU,PL,,50.1135063,22.0264988
EPSC,Goleniow,"fs-base, cmdesign-epsc",EU,PL,,53.5928726,14.89419
EPSC,Goleniow,"fs-base, cmdesign-epsc",EU,PL,,53.5928726,14.89419
EPTO,Lotnisko Aeroklubu Pomorskiego,"fs-base, cmdesign-epto",EU,PL,,53.02733,18.5557384
EPWR,Strachowice,"fs-base, cmdesign-epwr",EU,PL,,51.11079,16.8773632
EPZG,Babimost,"fs-base, cmdesign-epzg",EU,PL,,52.1372375,15.7778568
0CO2,Crested Butte Airpark,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,38.8518066,-106.928123
12CO,Omega 1 Airport,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,38.8388176,-107.793411
1CO2,Williams Ranch,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,38.1630745,-108.339012
1CO7,Dodsworth,ColoradoRanchersClubScenery-v1.4.0,NA,US,Colorado,38.55234,-105.991219
25CO,Crystal Lakes Airport,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,40.85184,-105.631927
44CO,Redlands Airport,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,38.840126,-107.792664
5CO6,Meyer Ranch,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,39.5497169,-105.280136
81CO,Mesa 1 Airport,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,40.40505,-106.820961
92CO,Lake Creek Soaringport,ColoradoRanchersClubScenery-v1.4.0,NA,US,Colorado,38.2111,-105.459778
CD10,Chapman Field,ColoradoRanchersClubScenery-v1.4.0,NA,US,Colorado,37.67669,-106.556496
CO03,"Aspen Gliderport ","fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,39.25995,-106.911537
CO47,Gypsum Creek Ranch,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,39.5978241,-106.974617
9CO3,Hubbard,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,38.6749878,-108.988319
KGWS,Glenwood Springs Municipal Airport,"fs-base, ColoradoRanchersClubScenery-v1.4.0",NA,US,Colorado,39.50623,-107.309273
SBSP,Aita De Congonhas,"fs-base, congonhas-sbsp",SA,BR,Sao Paulo,-23.6274719,-46.65462
MHRU,Copan Ruinas,copanr1,NA,HN,Copan,14.9158192,-89.00688
LICD,Lampedusa,fs-base,EU,IT,,35.4979668,12.6180906
LIPT,Cortina D'Ampezzo Airport,cortinaairport,EU,IT,Veneto,46.57524,12.1150694
CAJ3,Creston Aerodrome,"fs-base, creston",NA,CA,British Columbia,49.038765,-116.498688
KAQR,Atoka Municipal Airport,"fs-base, crosspoint-airport-kaqr-atoka-municipal",NA,US,Oklahoma,34.3964729,-96.14731
KAQR,Atoka Municipal Airport,"fs-base, crosspoint-airport-kaqr-atoka-municipal",NA,US,Oklahoma,34.3964729,-96.14731
CSB3,St-Mathieu-De-Beloeil,fs-base,NA,CA,Quebec,45.5901337,-73.2379761
CSL5,St-Victor-De-Beauce,fs-base,NA,CA,Quebec,46.1193848,-70.88702
CSL5,St-Victor-De-Beauce,fs-base,NA,CA,Quebec,46.1193848,-70.88702
EGLO,Cuckoo Tye Farm Airstrip,fs-base,EU,GB,,52.0682945,0.736316442
LGHL,Porto Heli,"fs-base, cya-airport-lghl-portocheli, lghl",EU,GR,Peloponissos,37.2985153,23.1488514
CYAH,La Grande-4 Airport,cyah,NA,CA,Quebec,53.7541542,-73.6787338
CYBA,Yba,CYBA Banff Airport and Area,NA,CA,Alberta,51.20655,-115.540794
CYBA,Yba,CYBA Banff Airport and Area,NA,CA,Alberta,51.20655,-115.540794
CYCZ,Fairmont Hot Springs,"fs-base, cycz",NA,CA,British Columbia,50.3305855,-115.873795
CYDA,Dawson City,"fs-base, cyda",NA,CA,Yukon,64.04298,-139.128662
CYDQ,Dawson Creek,"fs-base, cydq",NA,CA,British Columbia,55.7424,-120.182556
CYEN,Estevan Regional,"fs-base, cyen",NA,CA,Saskatchewan,49.2091255,-102.964684
CYHE,Fvrd Regional Airpark,"fs-base, cyhe",NA,CA,British Columbia,49.3691978,-121.495316
CYJA,Jasper,"fs-base, cyja",NA,CA,Alberta,52.9964752,-118.069023
CYJM,Fort St. James Perison Airport,"fs-base, cyjm",NA,CA,British Columbia,54.3984032,-124.265793
CYKA,Kamloops,"fs-base, cyka",NA,CA,British Columbia,50.70397,-120.447891
CYPR,Prince Rupert,"fs-base, cypr",NA,CA,British Columbia,54.28641,-130.445313
CYPZ,Burns Lake,"fs-base, cypz",NA,CA,British Columbia,54.3764229,-125.951317
CYQV,Yorkton Municipal,"fs-base, cyqv",NA,CA,Saskatchewan,51.2621,-102.461594
CYUL,Pierre-Elliot-Trudeau,"fs-base, cyul-montreal-quebec",NA,CA,Quebec,45.4699135,-73.736824
CYWL,Williams Lake,"fs-base, cywl",NA,CA,British Columbia,52.1835823,-122.055542
CYXC,Cranbrook Canadian Rockies Intl,"fs-base, cyxc",NA,CA,British Columbia,49.61213,-115.782166
CYXE,Saskatoon/Diefenbaker Intl,fs-base,NA,CA,Saskatchewan,52.1736755,-106.700607
CYXJ,Fort St. John,"fs-base, cyxj",NA,CA,British Columbia,56.2389145,-120.739014
CYXS,Prince George,"fs-base, cyxs",NA,CA,British Columbia,53.88433,-122.671936
CYXT,Terrace,"fs-base, cyxt",NA,CA,British Columbia,54.4650078,-128.583786
CYYD,Smithers,"fs-base, cyyd",NA,CA,British Columbia,54.8237762,-127.18187
CYZP,Sandspit,"fs-base, cyzp",NA,CA,Haida Gwaii,53.2545471,-131.81427
CYZT,Port Hardy,"fs-base, cyzt",NA,CA,British Columbia,50.6812325,-127.3665
CZPC,Pincher Creek,"fs-base, czpc",NA,CA,Alberta,49.5205269,-113.996742
LKBA,Breclav,"fs-base, CZ_GA Revival 2020",EU,CZ,,48.7909,16.89537
LKBE,Benesov,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.73884,14.6437683
LKBO,Bohunovice,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.6699371,17.2902279
LKBU,Bubovice,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.9739342,14.1778145
LKCH,Chomutov,"fs-base, CZ_GA Revival 2020",EU,CZ,,50.46808,13.4702816
LKCR,Chrudim,"fs-base, chrudim-lkcr1, CZ_GA Revival 2020",EU,CZ,,49.9359,15.7819834
LKCN,Detrichov Oaza,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.72977,17.1174965
LKHN,Hranice,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.5460625,17.7028732
LKHO,Holesov,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.3170662,17.5706024
LKJH,Jindrichuv Hradec,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.15098,14.9737873
LKKA,Krizanov,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.3685837,16.1156273
LKKM,Kromeriz,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.28808,17.4170685
LKKR,Krnov,"fs-base, CZ_GA Revival 2020",EU,CZ,,50.07464,17.6940746
LKMI,Mikulovice,"fs-base, CZ_GA Revival 2020",EU,CZ,,50.2996674,17.2931061
LKMK,Moravska Trebova,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.7970543,16.6833076
LKNY,Nymburk,"fs-base, CZ_GA Revival 2020",EU,CZ,,50.1690826,15.0498438
LKOL,Olomouc,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.5893364,17.2087116
LKSU,Sumperk,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.96155,17.0178871
LKVM,Vysoke Myto,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.9313164,16.1783733
LKVY,Vyskov,"fs-base, CZ_GA Revival 2020",EU,CZ,,49.3009758,17.024889
LKJC,Jicin,"fs-base, CZ_GA Revival 2020, lkjc-model",EU,CZ,,50.43181,15.3202267
LKPA,Policka,"fs-base, CZ_GA Revival 2020, lkpa-model",EU,CZ,,49.7397537,16.2612171
EGHH,Bournemouth Int,"fs-base, df-airport-eghh-bournemouth",EU,GB,,50.7800026,-1.84301829
PALH,Lake Hood Airport,dgt-airport-lhd-lake-hood,NA,US,Alaska,61.1846466,-149.968246
19P,Port Protection Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,56.35284,-133.6215
PFKP,Point Baker Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,56.35703,-133.615768
16K,Port Alice Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.7991562,-133.594315
57A,Tokeen Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.9363174,-133.328278
5C5,El Capitan Lodge Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.95813,-133.2575
AK62,Naukati Bay Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.85399,-133.226334
Z71,Cape Pole Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.9668961,-133.796814
CGA,Craig Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.4896126,-133.146988
POKW,Waterfall Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.29562,-133.243851
WSB,Steamboat Bay Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.53328,-133.637543
84K,Meyers Chuck Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.74533,-132.26239
96Z,Whale Pass Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,56.1131477,-133.123474
KTB,Thorne Bay Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.68538,-132.537781
PAKC,Coffman Cove Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,56.0168228,-132.836288
13Z,Loring Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.6002655,-131.638611
78K,Yes Bay Lodge Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.91539,-131.797333
KBE,Bell Island Hot Springs Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.9260864,-131.5792
HYL,Clark Bay Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.4900627,-132.623489
KXA,Kasaan Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.53042,-132.391678
PAHY,Hydaburg Seaplane Base,dgt-airport-mistyfjords-spbs,NA,US,Alaska,55.1984062,-132.824
KDWS,Disney World Airport,digitalhorizons-airport-kdws-disneyworld,NA,US,Floridia,28.399519,-81.57136
OTHH,Hamad Intl,fs-base,AS,QA,,25.2744713,51.60771
VNDP,Juphal Airport,"fs-base, dolpa",AS,NP,China,28.98503,82.8191147
DTTA,Carthage,"fs-base, dttascenery",AF,TN,,36.8511124,10.226944
EGPN,Dundee Airport,"fs-base, dundee-airport-v1-0-3",EU,GB,,56.4525948,-3.024697
LFRO,Lannion,fs-base,EU,FR,,48.75441,-3.47220325
LFRO,Lannion,fs-base,EU,FR,,48.75441,-3.47220325
EHMZ,Midden Zeeland,"fs-base, eager-airport-ehmz-middenzeeland",EU,NL,Zeeland,51.5126076,3.73094773
EBAM,Amougies Airport,"fs-base, EBAM_MSFS2020, kayjaybe-ebam",EU,BE,,50.74,3.48517466
EBAR,Arlon-Sterpenich Ulm Eischen,"fs-base, EBAR_MSFS2020",EU,BE,,49.6622658,5.888455
EBAV,Avernas,"fs-base, EBAV_MSFS2020",EU,BE,,50.706398,5.069228
EBBN,Bullingen,"fs-base, ebbn_MSFS2020",EU,BE,,50.4146652,6.27569866
EBBT,Brasschaat,EBBT_MSFS2020,EU,BE,,51.3376541,4.503477
EBDT,Base De Schaffen,EBDT-Schaffen v.2.0 By Brep,EU,BE,,51.00057,5.06130552
EBGB,Grimbergen Lint,"fs-base, EBGB_MSFS2020",EU,BE,,50.9463539,4.393929
EBGG,Overboelare Airfield,"fs-base, EBGG_MSFS2020, kayjaybe-ebgg",EU,BE,,50.7536469,3.86221433
EBHN,Hoevenen Airfield,"fs-base, EBHN_MSFS2020, kayjaybe-ebhn",EU,BE,Antwerp,51.3071632,4.38620567
EBTX,Aerodrome Du Laboru (Theux),"fs-base, EBTX_MSFS2020",EU,BE,,50.55319,5.85629368
KDYL,Doylestown,"fs-base, eclair4151-airport-kdyl-eclair4151",NA,US,Pennsylvania,40.3333,-75.12261
EDCW,Wismar,"fs-base, ape42-airport-edcw-wismar",EU,DE,,53.9146957,11.501112
EDKG,Segelflugzentrum Koenigsdorf,"fs-base, edkg-koenigsdorf-scenery-basic",EU,DE,Bavaria,47.8290749,11.4640446
EDKG,Segelflugzentrum Koenigsdorf,"fs-base, edkg-koenigsdorf-scenery-basic",EU,DE,Bavaria,47.8290749,11.4640446
EDKG,Segelflugzentrum Koenigsdorf,"fs-base, edkg-koenigsdorf-scenery-basic",EU,DE,Bavaria,47.8290749,11.4640446
EDKP,Edkp,"fs-base, edkp",EU,DE,,51.19124,7.79042864
EDNL,Leutkirch,"fs-base, ednl",EU,DE,,47.8602257,10.01245
EDQK,Kulmbach,"fs-base, EDQK",EU,DE,Bavaria,50.1342964,11.461935
EDRK,Winningen,fs-base,EU,DE,,50.32551,7.52813435
EDVK,Kassel Airport,"fs-base, EDVK_Airport_Kassel",EU,DE,Germany,51.4196777,9.398962
EDYK,Siegen Eisernhardt,"fs-base, edyk_patch",EU,DE,,50.837574,8.014763
EFHK,Vantaa,fs-base,EU,FI,,60.32046,24.95248
EGAR,Rothera Research Station,EGAR-GrafDresche,AN,Antarctica,British Antarctic Territory,-67.5674744,-68.1272659
EGCB,Barton,"fs-base, egcb-barton",EU,GB,,53.4718971,-2.38865566
EGCC,Manchester,fs-base,EU,GB,,53.3474922,-2.28324127
EGCK,Caernarfon,"fs-base, egck-caernarfon",EU,GB,,53.1029129,-4.338364
EGCN,Doncaster Sheffield,"fs-base, egcn_2020",EU,GB,,53.4747238,-1.00444388
EGKK,Gatwick,fs-base,EU,GB,,51.14881,-0.1919268
EGNT,Newcastle,fs-base,EU,GB,,55.0379181,-1.68979836
EGST,Elmsett,fs-base,EU,GB,,52.0755463,0.977970064
EGXD,Dishforth,"fs-base, egxd-dishforth",EU,GB,,54.1396141,-1.421489
EHAM,Schiphol,"fs-base, asobo-airport-eham-amsterdam",EU,NL,,52.3079338,4.7638216
EHDL,Deelen,ehdl-airport,EU,NL,,52.065834,5.87775946
EHDP,De Peel Airbase,ehdp-airport,EU,NL,,51.5179939,5.85440826
EHGR,Gilze Rijen,ehgr-airport,EU,NL,,51.5666771,4.93903732
EHHV,Hilversum Airfield,"fs-base, ehhv_new",EU,NL,,52.1920433,5.14707232
EHKD,De Kooy,ehkdpackagetest-airport-ehkd-denhelder,EU,NL,,52.9267349,4.78349257
EHLW,Vliegbasis Leeuwarden,ehlw-project-airport,EU,NL,,53.2229,5.756749
EHLW,Vliegbasis Leeuwarden,ehlw-project-airport,EU,NL,,53.2229,5.756749
EHWO,Woensdrecht Airbase,ehwo-airport,EU,NL,,51.44903,4.341785
EKAT,Anholt Airport,"fs-base, ekat",EU,DK,,56.6995621,11.5569639
EKBA,Bolhede Glider Field,"fs-base, ekbabolhede",EU,DK,,55.6318359,8.755231
EKEB,Esbjerg Airport,"fs-base, ekeb-airport, ekeb-airport",EU,DK,,55.52564,8.552282
EKEB,Esbjerg Airport,"fs-base, ekeb-airport, ekeb-airport",EU,DK,,55.52564,8.552282
EKEB,Esbjerg Airport,"fs-base, ekeb-airport, ekeb-airport",EU,DK,,55.52564,8.552282
EKFS,Fyns Glider Club,"fs-base, ekfs",EU,DK,,55.24808,10.2077856
EKKL,Klaundborg Flyveplads,"fs-base, ekkl-kalundborg, EKLL-FS2020 V1.1",EU,DK,Denmark,55.7002373,11.2593737
EKKL,Klaundborg Flyveplads,"fs-base, ekkl-kalundborg, EKLL-FS2020 V1.1",EU,DK,Denmark,55.7002373,11.2593737
EKLS,Ekls Laeso,"fs-base, ekls",EU,DK,,57.2787323,11.0049
EKMB,Lolland Falster Airport,"fs-base, ekmb",EU,DK,,54.69942,11.4391956
EKML,Flyvestation Albatros,ekml-Albatros,EU,DK,,55.75176,12.2780762
EKSS,Samsø Airfield,"fs-base, ekss",EU,DK,,55.8894958,10.6128
EKVL,Flyvestation Varlose,"fs-base, EKVL 1.2, fsscenedk-ekvl-1.1",EU,DK,,55.76869,12.3258238
EKVR,Varde Flyveplads,"fs-base, ekvrvarde",EU,DK,,55.60761,8.4398365
YBAF,Archerfield,fs-base,OC,AU,Queensland,-27.5707111,153.005539
ENBN,Bronnoy,fs-base,EU,NO,,65.45908,12.213604
EKEL,Endelave Flyveplads,"fs-base, endelave",EU,DK,,55.75661,10.2493534
ENGM,Gardermoen,"fs-base, engm",EU,NO,Jessheim,60.1938438,11.0998363
UNIT,Tura Mountain Airport,fs-base,AS,RU,,64.33389,100.432434
ENHD,Haugesund Lufthavn,"fs-base, enhd",EU,NO,Karmoy,59.3444176,5.216186
ENHF,Hammerfest,fs-base,EU,NO,,70.67952,23.6681137
ENMS,Kjaerstad,"fs-base, enms",EU,NO,,65.78372,13.2166986
ENNK,Framnes,"fs-base, ENNK_Framnes",EU,NO,,68.43633,17.3858662
ENNM,Namsos,fs-base,EU,NO,,64.47215,11.5776882
ENRA,Røsvoll,"fs-base, enra",EU,NO,,66.36535,14.3007841
ENRM,Ryum,fs-base,EU,NO,,64.83705,11.1430054
ENVY,Vaeroy,ENVY_Vaeroy,EU,NO,,67.6890259,12.6777792
ENVR,Vaeroy Heliport,ENVY_Vaeroy,EU,NO,,67.65471,12.7265768
EPBA,Aleksandrowice,"fs-base, epba",EU,PL,,49.8048363,19.0054531
EPBC,Aeroklub Warszawski,"fs-base, epbc",EU,PL,Masovian,52.2682152,20.912611
EPBK,Bialystok Krywlany,"fs-base, misiekli-epbk",EU,PL,,53.1029625,23.1671276
EPKP,Aeroklub Krakowski,"fs-base, EPKP - Aeroklub Krakowski",EU,PL,,50.0868721,20.2018757
EPKW,Kaniow,"fs-base, epkw",EU,PL,,49.9398,19.02268
EPRP,Piastow,"fs-base, eprpedit2",EU,PL,,51.47855,21.1087055
EPWA,Chopin Airport,"fs-base, epwa",EU,PL,,52.1659241,20.96653
EPZB,Zborowo,"fs-base, epzb",EU,PL,,52.3629646,16.6344662
LF85,Lf8355,eriktu-airport-lf8355-pourrieres,EU,FR,,43.4803734,5.71146727
LEME,Aerosidonia,"fs-base, ervolaor-airport-leme-aerosidonia",EU,ES,,36.4403,-5.939552
5Z5,Kantishna,"fs-base, esd-kantishna-5z5",NA,US,Alaska,63.5408821,-150.9948
45AA,Davidson Strip,"fs-base, esd-davidson-45aa",NA,US,Alaska,62.1628838,-150.5397
ESGH,Herrljunga,"fs-base, esgh-airport",EU,SE,,58.0318832,13.1088457
ESGO,Vårgårda,"fs-base, esgoscenery",EU,SE,,58.0394173,12.7858591
ESGU,Rorkarr,"fs-base, esgu-airport",EU,SE,,58.3664742,11.7737055
PGRO,Benjamin Taisacan Manglona Intl.,ethan835-airport-pgro,OC,MP,Rota,14.1742249,145.243988
PJON,Johnston Atoll,"ethan835-airport-pjon, pjon",AS,,Minor Outlying Islands,16.7288933,-169.534836
ETNL,Rostock-Laage,etnl,EU,DE,Mecklemburg-Vorpommern,53.91766,12.2774305
ETSE,Erding Air Force Base,etse-airport,EU,DE,,48.32224,11.9471149
ETSE,Erding Air Force Base,etse-airport,EU,DE,,48.32224,11.9471149
EGVA,RAF Fairford,"fs-base, fairford",EU,GB,,51.68356,-1.78897393
FAKT,Kitty Hawk Aerodrome,"fs-base, fakt-kittyhawk",AF,ZA,Gauteng,-25.8599052,28.45029
EDCG,Flugplatz Rügen,"fs-base, fantic1983ber-edcg",EU,DE,,54.3834724,13.3252983
EGPJ,Fife Airport,"fs-base, Fife Airfield",EU,GB,,56.18334,-3.22011614
SACJ,Canada De Gomez,"fs-base, Final Approach-Aeroclub Canada de Gomez MFS2020",SA,AR,,-32.8125954,-61.36833
ENAS,Ny Ålesund,fk-airport-enas-ny_aalesund,EU,Svalbard,,78.92778,11.8709793
ENDI,Dagali,fk-airport-endi-dagali,EU,NO,,60.416584,8.511811
ENGK,Gullknapp,"fs-base, fk-airport-engk-gullknapp",EU,NO,,58.518528,8.708068
ENKR,Høybuktmoen,fk-airport-enkr-kirkenes,EU,NO,,69.725,29.8877773
ENOV,Hovden,"fs-base, fk-airport-enov-hovden",EU,NO,,62.1804466,6.07904243
ENRO,Røros,fk-airport-enro-roros,EU,NO,,62.5773048,11.3488655
ENSA,Svea,fk-airport-ensa-svea,EU,Svalbard,,77.897,16.7241917
ENSB,Svalbard/Longyear,fk-airport-ensb-svalbard,EU,Svalbard,,78.24611,15.4655552
ENST,Stokka,"fs-base, fk-airport-enst-stokka",EU,NO,,65.9597244,12.4722223
ENRS,Rost,fs-base,EU,NO,,67.52712,12.1025991
ENBA,"Barentsburg, Heerodden",fk-heliport-enba-barentsburg,EU,Svalbard,,78.1005554,14.1961107
EN009,Leaktojávri/Lektovann,fk-no-seaplaneport,EU,NO,,70.1871643,24.3584385
EN013,Iesjávri/Storvatnet,fk-no-seaplaneport,EU,NO,,69.66544,24.208931
EN014,Stuorajávri/Store Jotkavann,fk-no-seaplaneport,EU,NO,,69.77562,23.82488
EN015,Suohpatjávri/Veivannet,fk-no-seaplaneport,EU,NO,,69.91851,23.9035
EN016,Suolojávri/Holmvannet,fk-no-seaplaneport,EU,NO,,69.93652,24.1292534
EN011,Vuolitjávri/Nedrevann,fk-no-seaplaneport,EU,NO,,69.90813,24.97673
EN012,Bajitjávri/Øvrevann,fk-no-seaplaneport,EU,NO,,69.84364,25.05123
EN010,Guollejávri/Fiskevann,fk-no-seaplaneport,EU,NO,,69.98325,25.3803
EN131,Måløy Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.93402,5.11465
EN220,"Dampen Serveringsstad, Davik",fk-no-seaplaneport,EU,NO,,61.88907,5.55092
EN227,Finnøy,fk-no-seaplaneport,EU,NO,,62.80333,6.50978
EN228,Ona,fk-no-seaplaneport,EU,NO,,62.86485,6.54407024
EN229,Bjørnsund,fk-no-seaplaneport,EU,NO,,62.89255,6.82422
EN230,Håholmen,fk-no-seaplaneport,EU,NO,,63.02195,7.38315
EN233,Hustadvika,fk-no-seaplaneport,EU,NO,,62.98599,7.11683
EN218,Austefjorden,fk-no-seaplaneport,EU,NO,,62.06262,6.32013226
EN226,"Bunker Oil, Nørevika",fk-no-seaplaneport,EU,NO,,62.47046,6.17670965
EN133,Stryn Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.8977051,6.703781
EN135,Norangsfjord/Øye Sjøflyhavn,fk-no-seaplaneport,EU,NO,,62.19276,6.64906
EN221,Hellesylt,fk-no-seaplaneport,EU,NO,,62.0862732,6.87210274
EN222,Geiranger,fk-no-seaplaneport,EU,NO,,62.10302,7.202872
EN223,Tafjord,fk-no-seaplaneport,EU,NO,,62.23563,7.42126036
EN224,"Linge, Valdal",fk-no-seaplaneport,EU,NO,,62.29762,7.26261473
EN225,"Tannstad, Sykkylven",fk-no-seaplaneport,EU,NO,,62.35422,6.58527
EN020,Røssvatnet,fk-no-seaplaneport,EU,NO,,65.7450562,14.0514984
EN017,Namsvatnet,fk-no-seaplaneport,EU,NO,,65.00519,13.70887
EN018,Limingen,fk-no-seaplaneport,EU,NO,,64.752,13.6270285
EN019,Tunnsjøen,fk-no-seaplaneport,EU,NO,,64.7053452,13.3680906
EN022,Botn,fk-no-seaplaneport,EU,NO,,63.57912,9.96871
EN231,Angvik,fk-no-seaplaneport,EU,NO,,62.89083,8.08799
EN232,Bergfall,fk-no-seaplaneport,EU,NO,,63.19382,8.56880951
EN045,Breiddalsvatnet Øst,fk-no-seaplaneport,EU,NO,,62.01105,7.60871
EN024,Granasjøen,fk-no-seaplaneport,EU,NO,,62.80748,9.68084049
EN023,Selbusjøen,fk-no-seaplaneport,EU,NO,,63.23364,10.9932537
EN027,Savalen Nord,fk-no-seaplaneport,EU,NO,,62.29427,10.5267115
EN028,Tynset Flyplass,fk-no-seaplaneport,EU,NO,,62.25817,10.66738
EN021,Snåsavatnet,fk-no-seaplaneport,EU,NO,,64.22692,12.2309494
EN188,"Laksjøen, Lierne",fk-no-seaplaneport,EU,NO,,64.4625244,13.5809994
EN189,"Kvesjøen, Lierne",fk-no-seaplaneport,EU,NO,,64.48847,13.89495
EN190,"Sandsjøen, Lierne",fk-no-seaplaneport,EU,NO,,64.43259,13.75093
EN191,"Lenglingen, Lierne",fk-no-seaplaneport,EU,NO,,64.22143,13.80659
EN192,"Ulen, Lierne",fk-no-seaplaneport,EU,NO,,64.15625,13.8682337
EN025,Aursunden,fk-no-seaplaneport,EU,NO,,62.66949,11.65198
EN026,"Hittersjøen, Røros",fk-no-seaplaneport,EU,NO,,62.59042,11.41828
EN029,Femundshytta,fk-no-seaplaneport,EU,NO,,62.31301,11.9147205
EN030,"Femunden, Hen Gård",fk-no-seaplaneport,EU,NO,,62.29735,11.96227
EN031,"Femunden, Langsjøen",fk-no-seaplaneport,EU,NO,,62.1473,11.61391
EN032,"Femunden, Elgå",fk-no-seaplaneport,EU,NO,,62.1672,11.94151
EN034,Femundsenden,fk-no-seaplaneport,EU,NO,,61.92408,11.91731
EN033,"Grøvelsjøen, Sylen",fk-no-seaplaneport,EU,NO,,62.15973,12.24884
EN127,Askvoll Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.34663,5.06469
EN129,Florø Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.60077,5.030702
EN130,Kalvåg Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.76583,4.8767
EN219,Værlandet,fk-no-seaplaneport,EU,NO,,61.31522,4.73023
EN113,Eknesvågen Sjøflyhavn,fk-no-seaplaneport,EU,NO,,60.60294,5.44194031
EN114,Lindås Brygge Sjøflyhavn,fk-no-seaplaneport,EU,NO,,60.7333145,5.15702868
EN115,Fedje Sjøflyhavn,fk-no-seaplaneport,EU,NO,,60.78164,4.7122
EN116,Halsvikvågen Sjøflyhavn,fk-no-seaplaneport,EU,NO,,60.84407,5.09696
EN117,Langevatnet Sjøflybase,fk-no-seaplaneport,EU,NO,,60.86873,5.09937
EN118,Skjerjehamn Sjøflyhavn,fk-no-seaplaneport,EU,NO,,60.94268,4.95151
EN119,Hardbakke/Solund Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.07331,4.83673
EN136,Kjeilegavlen Sjøflybase,fk-no-seaplaneport,EU,NO,,60.76838,5.03645
EN137,Kilstraumen Brygge,fk-no-seaplaneport,EU,NO,,60.79826,4.93972
EN120,Balestrand Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.20857,6.53883
EN128,Førde Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.45681,5.83510971
EN217,Utvik,fk-no-seaplaneport,EU,NO,,61.80691,6.51826
EN235,Sandane,fk-no-seaplaneport,EU,NO,,61.77697,6.21222973
EN123,Sogndal Sjøflyhavn,fk-no-seaplaneport,EU,NO,,61.23117,7.10865974
